trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
549,False,"{'a': 0.995, 'e': 0.06412808167716166}",25,7,30.951815580453616,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.995, 'e': 0.06380744126877586}",25,11,24.305056549063153,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.995, 'e': 0.06348840406243197}",25,12,-30.10624962687116,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
552,False,"{'a': 0.995, 'e': 0.0631709620421198}",35,19,27.71665762043105,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.995, 'e': 0.06285510723190921}",20,16,9.899605740292664,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.995, 'e': 0.06254083169574966}",25,12,20.12148779752064,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.995, 'e': 0.062228127537270916}",30,18,23.06913373209937,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.995, 'e': 0.06191698689958456}",25,14,15.042614781295445,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.995, 'e': 0.061607401965086635}",35,13,38.51776209161736,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.995, 'e': 0.061299364955261205}",25,11,-3.7783107400375604,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
559,False,"{'a': 0.995, 'e': 0.0609928681304849}",20,10,-0.41483386252749055,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
560,False,"{'a': 0.995, 'e': 0.06068790378983247}",20,12,15.041885042446403,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.995, 'e': 0.06038446427088331}",20,6,22.140417670407142,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.995, 'e': 0.060082541949528896}",20,9,20.032012120547968,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.995, 'e': 0.05978212923978125}",20,13,1.2171296189094596,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
564,False,"{'a': 0.995, 'e': 0.05948321859358234}",20,8,19.424731413055213,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.995, 'e': 0.05918580250061443}",25,15,-21.82450232262957,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
566,False,"{'a': 0.995, 'e': 0.05888987348811136}",20,15,1.9079079177926388,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.995, 'e': 0.0585954241206708}",30,3,5.962539647207696,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 1}",1
568,False,"{'a': 0.995, 'e': 0.058302447000067446}",25,7,23.60870182222952,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
569,False,"{'a': 0.995, 'e': 0.05801093476506711}",20,13,12.616764935172863,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.995, 'e': 0.05772088009124177}",25,14,21.997329533457798,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.995, 'e': 0.057432275690785566}",25,19,11.342909208775753,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.995, 'e': 0.05714511431233164}",25,14,16.040462499146102,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.995, 'e': 0.05685938874076998}",20,8,11.506231364046583,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
574,False,"{'a': 0.995, 'e': 0.05657509179706613}",25,15,19.698772535975145,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.995, 'e': 0.0562922163380808}",25,0,39.46925714408399,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.995, 'e': 0.05601075525639039}",30,21,17.601681071406638,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.995, 'e': 0.05573070148010844}",25,12,18.610800554999607,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.995, 'e': 0.0554520479727079}",20,16,8.245715643325067,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.995, 'e': 0.05517478773284436}",20,10,19.36775841723754,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.995, 'e': 0.05489891379418013}",20,12,6.560187060992325,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
581,False,"{'a': 0.995, 'e': 0.054624419225209234}",30,13,28.677234412773455,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.995, 'e': 0.05435129712908319}",20,15,10.645807026114905,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.995, 'e': 0.05407954064343777}",30,14,27.342731356656213,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.995, 'e': 0.053809142940220586}",35,25,24.233862138503554,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.995, 'e': 0.05354009722551948}",35,5,43.34426464743494,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",1
586,False,"{'a': 0.995, 'e': 0.05327239673939188}",30,13,28.459220906756734,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.995, 'e': 0.053006034755694924}",25,16,17.739543502302226,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.995, 'e': 0.05274100458191645}",35,23,22.376305825846693,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.995, 'e': 0.05247729955900687}",20,13,14.986719479978172,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.995, 'e': 0.05221491306121183}",20,16,8.490900809915404,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.995, 'e': 0.05195383849590577}",20,16,9.837060742743537,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.995, 'e': 0.051694069303426245}",25,19,10.344871929539849,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.995, 'e': 0.051435598956909113}",30,12,30.826599652007413,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.995, 'e': 0.05117842096212456}",35,22,9.182882890467695,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
595,False,"{'a': 0.995, 'e': 0.050922528857313944}",20,12,13.007533011231233,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.995, 'e': 0.050667916213027374}",20,0,5.225286791140563,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
597,False,"{'a': 0.995, 'e': 0.050414576631962235}",20,10,18.05955156403145,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.995, 'e': 0.05016250374880243}",25,14,20.132683002067303,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.995, 'e': 0.04991169123005841}",25,20,9.407980988200865,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.995, 'e': 0.049662132773908116}",20,12,13.766023425963999,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.995, 'e': 0.04941382211003858}",25,15,19.133152398656474,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.995, 'e': 0.04916675299948838}",25,13,23.02210276260559,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.995, 'e': 0.04892091923449094}",30,16,-23.521189661317063,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
604,False,"{'a': 0.995, 'e': 0.04867631463831849}",20,8,26.306821128534853,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.995, 'e': 0.048432933065126894}",25,6,30.497668537614146,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.995, 'e': 0.04819076839980126}",20,14,10.238160507161211,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.995, 'e': 0.047949814557802256}",20,10,-21.344130118999896,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
608,False,"{'a': 0.995, 'e': 0.04771006548501324}",25,19,13.053078323376551,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.995, 'e': 0.04747151515758818}",30,10,31.14979855936643,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.995, 'e': 0.04723415758180024}",30,8,29.86791058115023,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.995, 'e': 0.046997986793891236}",30,0,44.25059762086961,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
612,False,"{'a': 0.995, 'e': 0.046762996859921774}",25,17,13.122012075704177,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.995, 'e': 0.04652918187562217}",20,10,20.058631486893702,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.995, 'e': 0.04629653596624406}",20,6,25.646653787403228,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.995, 'e': 0.04606505328641284}",20,7,21.090179221779156,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.995, 'e': 0.04583472801998077}",25,0,-1.0334607200827997,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
617,False,"{'a': 0.995, 'e': 0.04560555437988087}",20,12,14.183070990195114,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.995, 'e': 0.045377526607981465}",25,2,38.678850746720265,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.995, 'e': 0.04515063897494156}",35,23,21.841982034494624,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.995, 'e': 0.04492488578006685}",20,10,17.515650020268925,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.995, 'e': 0.04470026135116652}",25,15,21.260792382092568,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.995, 'e': 0.04447676004441068}",20,14,11.019952477246203,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.995, 'e': 0.044254376244188626}",25,15,19.16784774536719,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.995, 'e': 0.04403310436296768}",20,0,28.9071791575419,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
625,False,"{'a': 0.995, 'e': 0.043812938841152844}",20,11,17.405771779429017,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.995, 'e': 0.043593874146947084}",20,3,28.727251204729527,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.995, 'e': 0.043375904776212344}",25,11,13.96818569649485,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
628,False,"{'a': 0.995, 'e': 0.043159025252331285}",20,8,25.146359239784573,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.995, 'e': 0.042943230126069626}",25,13,20.020394280030615,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.995, 'e': 0.04272851397543928}",25,11,27.045478615627662,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.995, 'e': 0.04251487140556208}",20,16,6.76024015618967,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.995, 'e': 0.04230229704853427}",25,16,18.06582926330965,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.995, 'e': 0.0420907855632916}",20,16,7.225782432999633,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.995, 'e': 0.041880331635475145}",20,9,16.682965336705248,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.995, 'e': 0.041670929977297766}",20,13,15.189084729715194,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.995, 'e': 0.04146257532741128}",20,3,25.720126250440817,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.995, 'e': 0.04125526245077422}",30,14,25.209727437293555,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.995, 'e': 0.04104898613852035}",25,12,28.566336019367164,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.995, 'e': 0.040843741207827744}",20,8,17.79562724455109,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.995, 'e': 0.04063952250178861}",30,8,36.21100290530973,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.995, 'e': 0.040436324889279666}",35,18,29.40370748309806,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.995, 'e': 0.040234143264833266}",25,15,-5.062103766780843,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
643,False,"{'a': 0.995, 'e': 0.0400329725485091}",20,16,8.322015521267517,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.995, 'e': 0.03983280768576655}",20,6,27.143103046352635,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.995, 'e': 0.03963364364733772}",25,15,5.2686296365477165,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
646,False,"{'a': 0.995, 'e': 0.03943547542910103}",20,0,30.439340374245667,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
647,False,"{'a': 0.995, 'e': 0.03923829805195553}",25,12,19.255286901409104,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.995, 'e': 0.03904210656169575}",25,0,37.4344451427943,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
649,False,"{'a': 0.995, 'e': 0.03884689602888727}",25,10,17.947320891992053,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.995, 'e': 0.038652661548742834}",25,16,16.547520433584996,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.995, 'e': 0.03845939824099912}",20,7,11.68807503086585,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
652,False,"{'a': 0.995, 'e': 0.03826710124979413}",30,11,31.55031473572556,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.995, 'e': 0.038075765743545154}",30,16,9.522939639781614,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
654,False,"{'a': 0.995, 'e': 0.03788538691482743}",20,0,-12.99028998308121,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
655,False,"{'a': 0.995, 'e': 0.03769595998025329}",20,4,26.578430869040208,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.995, 'e': 0.03750748018035202}",20,14,9.128316062076774,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.995, 'e': 0.03731994277945026}",25,3,-3.5478566055600536,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
658,False,"{'a': 0.995, 'e': 0.037133343065553014}",20,10,22.047453434108277,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.995, 'e': 0.03694767635022524}",20,2,19.05749718168912,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
660,False,"{'a': 0.995, 'e': 0.03676293796847412}",20,15,7.05274683620768,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.995, 'e': 0.03657912327863175}",20,12,14.506188903683844,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.995, 'e': 0.036396227662238594}",20,15,-34.654992695758494,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
663,False,"{'a': 0.995, 'e': 0.0362142465239274}",25,15,19.228759726812886,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.995, 'e': 0.03603317529130776}",20,3,31.80747647937986,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.995, 'e': 0.03585300941485122}",20,14,9.725002849920347,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.995, 'e': 0.03567374436777696}",25,13,24.09141207277551,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.995, 'e': 0.035495375645938076}",20,4,28.729369769362886,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.995, 'e': 0.03531789876770839}",25,11,20.049773411293017,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.995, 'e': 0.035141309273869846}",25,0,38.22912619995373,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
670,False,"{'a': 0.995, 'e': 0.034965602727500496}",25,17,-6.51258500935754,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
671,False,"{'a': 0.995, 'e': 0.03479077471386299}",30,13,8.759413549341234,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
672,False,"{'a': 0.995, 'e': 0.03461682084029368}",20,10,6.057494251521738,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
673,False,"{'a': 0.995, 'e': 0.03444373673609221}",25,9,19.13616164326709,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
674,False,"{'a': 0.995, 'e': 0.03427151805241175}",20,6,25.083502489544856,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.995, 'e': 0.03410016046214969}",25,15,16.26730157841622,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.995, 'e': 0.03392965965983894}",25,8,28.49898414826305,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.995, 'e': 0.03376001136153975}",30,18,21.937141246290295,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.995, 'e': 0.03359121130473205}",20,10,25.277290860687145,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.995, 'e': 0.03342325524820839}",30,13,27.14531497293757,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.995, 'e': 0.033256138971967344}",20,6,23.099905535636516,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.995, 'e': 0.03308985827710751}",25,12,18.574016428647102,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.995, 'e': 0.03292440898572197}",20,12,11.022304616313164,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.995, 'e': 0.03275978694079336}",25,16,17.921746308646348,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.995, 'e': 0.03259598800608939}",25,20,9.811926452437312,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.995, 'e': 0.03243300806605895}",25,15,19.256072522112476,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.995, 'e': 0.032270843025728656}",25,20,10.236354045373208,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.995, 'e': 0.03210948881060001}",25,11,23.911010369703185,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.995, 'e': 0.03194894136654701}",30,15,-14.800280600218692,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
689,False,"{'a': 0.995, 'e': 0.031789196659714275}",20,16,8.15487983578951,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.995, 'e': 0.0316302506764157}",25,14,21.923988597029986,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.995, 'e': 0.031472099423033625}",20,11,19.40489398301252,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.995, 'e': 0.031314738925918455}",20,9,25.300968578855446,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.995, 'e': 0.031158165231288865}",20,11,18.369547905050116,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.995, 'e': 0.03100237440513242}",20,12,15.214960905395907,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.995, 'e': 0.030847362533106756}",20,10,22.569069740919254,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.995, 'e': 0.030693125720441222}",25,5,26.999698750188237,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.995, 'e': 0.030539660091839015}",20,0,24.737706325326457,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
698,False,"{'a': 0.995, 'e': 0.03038696179137982}",25,18,12.35742768668986,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.995, 'e': 0.030235026982422922}",20,15,9.430129693318275,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.995, 'e': 0.030083851847510806}",30,24,9.203076417041627,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.995, 'e': 0.029933432588273252}",25,0,38.97097697307353,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.995, 'e': 0.029783765425331888}",20,10,18.205114315525325,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.995, 'e': 0.029634846598205228}",20,15,8.77959443253747,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.995, 'e': 0.0294866723652142}",30,20,14.636290329036749,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.995, 'e': 0.02933923900338813}",30,19,23.806900507622185,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.995, 'e': 0.029192542808371188}",35,25,7.272133393102862,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
707,False,"{'a': 0.995, 'e': 0.02904658009432933}",20,0,21.721315116176726,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
708,False,"{'a': 0.995, 'e': 0.028901347193857688}",25,13,18.09686293248192,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.995, 'e': 0.028756840457888396}",20,13,11.960642264853979,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.995, 'e': 0.028613056255598956}",25,17,15.060595566937815,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.995, 'e': 0.02846999097432096}",30,0,30.07228949100188,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
712,False,"{'a': 0.995, 'e': 0.028327641019449356}",20,14,12.371549668311413,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.995, 'e': 0.028186002814352108}",30,18,24.55503040686886,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.995, 'e': 0.028045072800280346}",20,13,12.146826839297944,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.995, 'e': 0.027904847436278947}",20,12,14.010069154845386,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.995, 'e': 0.027765323199097552}",20,10,20.86790177392861,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.995, 'e': 0.027626496583102064}",25,15,17.5308949757502,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.995, 'e': 0.027488364100186555}",25,20,11.77696537760475,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.995, 'e': 0.02735092227968562}",20,8,23.111255752431333,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.995, 'e': 0.02721416766828719}",20,15,7.719606235952141,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.995, 'e': 0.027078096829945757}",30,15,27.571058711072443,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.995, 'e': 0.026942706345796028}",25,17,12.885512644948616,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.995, 'e': 0.026807992814067046}",25,16,-21.7011733172449,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
724,False,"{'a': 0.995, 'e': 0.026673952849996713}",35,27,14.104872244846192,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.995, 'e': 0.02654058308574673}",30,16,26.82016962017508,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.995, 'e': 0.026407880170317994}",25,11,24.11546516234811,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.995, 'e': 0.026275840769466402}",20,12,10.743396940444358,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.995, 'e': 0.026144461565619073}",20,8,25.25364871773418,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.995, 'e': 0.026013739257790977}",25,0,19.714425243704692,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
730,False,"{'a': 0.995, 'e': 0.02588367056150202}",25,20,9.469295962700757,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.995, 'e': 0.02575425220869451}",20,10,16.238383108231382,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.995, 'e': 0.025625480947651037}",25,19,12.642605616697235,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.995, 'e': 0.025497353542912785}",30,15,27.81367037986571,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
